timestamp,open,high,low,close,volume
2023-04-13,141.94,142.56,141.79,141.96,55147192
2023-04-14,145.0,146.46,144.6,145.45,76444350
2023-04-17,140.18,141.14,139.18,139.95,61220928
2023-04-18,141.56,143.28,140.23,141.8,83426210
2023-04-19,142.33,143.25,141.84,142.1,42992332
2023-04-20,141.75,143.69,141.17,141.58,75787029
2023-04-21,141.51,142.16,140.56,141.89,69933874
2023-04-24,137.58,139.4,136.83,137.83,76746974
2023-04-25,137.29,138.28,136.74,137.49,73642422
2023-04-26,137.87,139.91,137.14,138.34,64459878
2023-04-27,141.88,142.27,139.07,141.55,68246862
2023-04-28,140.06,141.71,139.15,140.57,64005749
2023-05-01,139.72,140.19,138.12,138.98,51182011
2023-05-02,137.01,139.37,135.29,138.05,79454453
2023-05-03,140.53,140.77,138.86,140.07,45736989
2023-05-04,141.34,141.65,140.45,140.88,72501365
2023-05-05,140.19,141.75,138.63,139.87,51330957
2023-05-08,140.61,142.38,139.73,141.07,58038313
2023-05-09,142.14,142.48,140.36,141.39,62764990
2023-05-10,142.59,145.36,140.69,143.57,65430993
2023-05-11,143.11,144.69,141.76,142.18,65932976
2023-05-12,141.45,143.09,139.57,141.6,81650583
2023-05-15,140.24,142.51,138.83,140.88,45609820
2023-05-16,138.89,140.28,136.36,137.93,57955121
2023-05-17,138.52,139.32,138.42,138.66,55007462
2023-05-18,139.37,140.78,138.72,139.31,55612894
2023-05-19,139.33,140.01,138.26,139.43,46338565
2023-05-22,139.05,139.56,138.07,139.05,56307725
2023-05-23,136.49,136.61,134.97,136.24,48011618
2023-05-24,134.57,136.64,134.25,135.49,84859341
2023-05-25,135.07,135.27,133.61,134.91,49445751
2023-05-26,132.67,133.95,132.49,133.4,61243012
2023-05-29,132.4,134.6,131.54,133.18,63597562
2023-05-30,133.95,135.02,133.62,134.1,48186765
2023-05-31,139.16,140.15,137.32,138.06,68979979
2023-06-01,137.8,138.86,136.67,138.53,69651577
2023-06-02,138.97,139.43,138.43,139.18,40886974
2023-06-05,139.41,139.65,138.51,139.14,50718225
2023-06-06,135.07,135.96,134.3,135.3,77359893
2023-06-07,135.6,135.98,134.85,135.35,80335111
2023-06-08,135.29,135.81,135.17,135.58,48164594
2023-06-09,140.65,142.54,139.05,140.8,55381780
2023-06-12,140.35,141.28,139.95,140.5,68086700
2023-06-13,141.34,142.08,140.72,141.25,82680398
2023-06-14,140.46,143.33,139.27,141.29,80254850
2023-06-15,138.77,139.1,138.07,138.95,64373539
2023-06-16,140.97,141.84,139.24,141.46,84298098
2023-06-19,142.58,143.76,142.45,143.18,81143446
2023-06-20,145.08,145.43,144.42,145.01,69313917
2023-06-21,142.43,143.29,142.0,143.16,80500838
2023-06-22,146.58,148.21,144.52,146.32,47891707
2023-06-23,143.17,144.48,141.73,143.39,42113468
2023-06-26,145.03,145.21,144.08,144.77,51040709
2023-06-27,149.39,150.37,148.19,149.73,53370477
2023-06-28,147.59,149.0,145.72,147.64,72965744
2023-06-29,145.94,146.9,145.19,146.51,42314161
2023-06-30,147.02,147.7,145.41,146.84,44796921
2023-07-03,146.06,146.55,145.21,145.86,59567230
2023-07-04,143.01,144.02,141.72,142.62,52246531
2023-07-05,142.6,143.15,140.78,142.88,46156838
2023-07-06,140.59,141.31,139.07,140.73,79282562
2023-07-07,142.54,144.07,140.25,141.85,78213804
2023-07-10,140.0,140.37,138.79,140.02,82482670
2023-07-11,143.59,144.34,143.2,143.43,65557535
2023-07-12,140.63,143.75,139.76,141.86,81597828
2023-07-13,142.52,143.88,138.9,141.29,78004722
2023-07-14,143.6,143.75,142.27,143.14,50350397
2023-07-17,140.23,141.33,139.84,140.64,72614504
2023-07-18,141.07,141.73,140.38,141.23,54343862
2023-07-19,144.94,146.26,143.58,144.14,41098035
2023-07-20,139.6,143.06,138.21,140.82,82258046
2023-07-21,142.52,143.43,139.46,141.32,58086891
2023-07-24,142.21,143.74,140.28,141.99,74572303
2023-07-25,143.65,145.0,143.19,143.78,44971335
2023-07-26,140.94,141.75,140.52,141.25,41894193
2023-07-27,138.95,139.32,138.25,138.59,70584127
2023-07-28,140.31,141.24,139.6,139.79,58791134
2023-07-31,141.66,142.91,138.92,140.53,47516527
2023-08-01,140.42,143.82,138.56,141.17,67348155
2023-08-02,141.53,142.42,141.06,142.02,48389721
2023-08-03,140.34,140.92,138.06,140.69,79770364
2023-08-04,142.62,143.16,140.17,141.29,74120731
2023-08-07,141.27,143.84,140.7,142.03,50071792
2023-08-08,140.8,141.91,140.37,140.63,79485738
2023-08-09,144.25,145.9,143.01,144.74,78795742
2023-08-10,146.27,147.69,145.58,145.88,58380394
2023-08-11,143.05,144.54,142.25,143.42,43647079
2023-08-14,145.17,145.35,143.91,144.95,62281593
2023-08-15,143.12,144.58,142.29,142.96,70510726
2023-08-16,144.32,146.5,142.74,144.77,69630332
2023-08-17,148.39,150.28,145.22,147.43,71386215
2023-08-18,146.01,147.7,145.31,145.74,79639184
2023-08-21,146.72,150.21,146.29,147.98,55080348
2023-08-22,148.2,151.01,146.18,149.02,62836048
2023-08-23,150.83,151.5,150.07,150.99,68431608
2023-08-24,155.66,156.45,154.37,155.47,44814128
2023-08-25,155.13,157.58,154.09,155.03,68467985
2023-08-28,152.25,156.14,150.21,153.41,43052667
2023-08-29,151.79,151.98,150.61,151.49,55564737
2023-08-30,148.8,151.65,146.71,149.77,83599503
2023-08-31,148.82,151.59,148.66,149.72,40995559
2023-09-01,150.59,151.77,149.54,150.61,60065621
2023-09-04,152.04,152.68,150.68,151.35,47363071
2023-09-05,153.87,154.52,153.06,153.37,70622468
2023-09-06,153.0,155.69,152.57,153.52,59455066
2023-09-07,156.79,158.98,155.53,157.03,52339684
2023-09-08,156.25,159.31,155.46,156.53,49589711
2023-09-11,163.32,163.71,162.4,163.18,61294445
2023-09-12,163.84,167.66,161.32,164.85,74691483
2023-09-13,163.63,165.47,162.41,162.87,41463678
2023-09-14,160.76,163.18,158.9,160.41,45278868
2023-09-15,161.91,162.44,161.4,161.7,62121754
2023-09-18,161.37,161.7,160.5,161.29,53966288
2023-09-19,162.21,163.39,161.4,163.16,61597247
2023-09-20,163.97,166.08,161.98,164.45,75093294
2023-09-21,164.38,164.59,164.09,164.4,84399816
2023-09-22,162.46,163.21,161.61,162.46,65184190
2023-09-25,158.79,159.41,158.63,158.93,55778211
2023-09-26,157.63,158.41,157.43,158.0,65539338
2023-09-27,160.91,161.48,159.68,160.17,44705552
2023-09-28,161.3,161.47,158.62,160.81,42338707
2023-09-29,158.4,160.22,156.46,157.96,76077763
2023-10-02,159.01,159.23,157.06,158.5,64641656
2023-10-03,159.42,161.36,157.92,159.55,72921528
2023-10-04,157.14,157.89,156.9,157.57,79230260
2023-10-05,158.69,159.19,157.74,158.06,75536432
2023-10-06,158.32,159.68,156.6,158.33,50280463
2023-10-09,157.24,159.29,155.06,155.76,70610270
2023-10-10,156.28,157.04,155.78,156.72,79072262
2023-10-11,158.79,159.91,157.24,158.17,56696744
2023-10-12,159.43,163.67,157.54,160.89,59737693
2023-10-13,163.55,165.87,161.2,163.59,58977441
2023-10-16,160.51,161.85,159.98,160.37,68033496
2023-10-17,158.79,159.18,156.59,158.26,80906463
2023-10-18,159.29,160.81,158.99,159.61,78447329
2023-10-19,160.47,162.72,159.53,160.98,63166780
2023-10-20,162.51,162.87,161.63,162.35,83623554
2023-10-23,172.39,172.95,170.95,172.15,45889314
2023-10-24,173.61,174.65,173.27,173.77,47639105
2023-10-25,176.53,178.79,175.5,176.9,51192142
2023-10-26,180.12,180.63,179.08,179.59,41650214
2023-10-27,181.98,183.41,179.02,181.5,76255156
2023-10-30,181.7,182.3,180.42,180.79,52138732
2023-10-31,183.04,184.05,182.86,183.0,45494946
2023-11-01,181.96,182.71,179.91,181.04,41870778
2023-11-02,181.18,182.44,180.44,180.54,82831530
2023-11-03,180.34,181.58,177.98,179.37,61998096
2023-11-06,178.77,179.92,177.87,179.74,71710634
2023-11-07,186.5,187.95,186.01,186.24,70267095
2023-11-08,182.02,182.47,179.75,181.24,77715188
2023-11-09,183.9,185.7,181.05,183.26,79100724
2023-11-10,177.88,181.29,176.18,179.02,70443102
2023-11-13,178.14,178.77,176.91,177.9,44796686
2023-11-14,182.32,182.55,178.35,180.98,58310858
2023-11-15,182.22,184.12,178.85,181.3,79533200
2023-11-16,178.19,179.88,176.58,178.53,74302831
2023-11-17,176.58,179.24,176.13,176.77,64502009
2023-11-20,178.56,179.12,178.14,178.72,71296024
2023-11-21,176.82,177.45,176.04,176.92,50227133
2023-11-22,177.75,178.5,176.93,177.63,60857231
2023-11-23,178.59,179.63,176.93,177.9,41153892
2023-11-24,176.1,177.08,175.02,176.31,64012114
2023-11-27,182.9,185.01,180.34,182.22,82998566
2023-11-28,183.81,184.21,183.15,184.11,80411374
2023-11-29,179.4,179.59,177.29,178.74,55823020
2023-11-30,179.37,179.76,178.96,179.38,53828048
2023-12-01,177.87,178.88,175.87,177.75,72226780
2023-12-04,180.04,180.47,179.67,180.19,70650303
2023-12-05,178.23,179.24,177.96,178.2,65529049
2023-12-06,178.76,179.58,176.75,178.03,64760194
2023-12-07,179.67,180.64,178.88,179.53,76863498
2023-12-08,181.12,182.81,179.05,182.02,58496281
2023-12-11,180.18,181.36,178.1,178.92,75123648
2023-12-12,178.69,179.44,177.05,178.17,44299089
2023-12-13,176.92,178.58,176.41,177.04,73159318
2023-12-14,174.57,175.85,174.39,175.46,68888717
2023-12-15,180.43,181.1,179.25,180.31,66751435
2023-12-18,182.66,183.05,179.95,181.55,58194344
2023-12-19,178.74,180.18,176.27,178.29,45777743
2023-12-20,181.18,181.91,180.51,180.91,43573871
2023-12-21,187.37,187.68,186.46,186.91,50199538
2023-12-22,189.14,191.05,188.91,189.98,76016042
2023-12-25,185.91,187.32,184.78,185.85,63983100
2023-12-26,184.35,185.9,182.54,184.65,69782763
2023-12-27,188.93,190.15,188.1,188.34,65303356
2023-12-28,185.33,189.03,184.53,186.5,64112245
2023-12-29,187.84,188.84,187.35,187.9,69921027
